"YearEnd","Country","HBT","DepartmentType","Age","AgeQF","Sex","SexQF","Deprivation","DeprivationQF","OneAttendance","TwoAttendances","ThreeAttendances","FourAttendances","FivePlusAttendances"
"202406","S92000003","S08000030","Emergency Department","25-39","","Female","","1","",1181,229,68,28,23
"202406","S92000003","S08000030","Emergency Department","25-39","","Female","","2","",820,153,30,15,14
"202406","S92000003","S08000030","Emergency Department","25-39","","Female","","3","",739,114,28,10,14
"202406","S92000003","S08000030","Emergency Department","25-39","","Female","","4","",829,96,21,4,14
"202406","S92000003","S08000030","Emergency Department","25-39","","Female","","5","",467,52,14,1,3
"202406","S92000003","S08000030","Emergency Department","25-39","","Female","","",":",276,33,11,3,6
"202406","S92000003","S08000030","Emergency Department","40-64","","Female","","1","",1306,240,55,22,30
"202406","S92000003","S08000030","Emergency Department","40-64","","Female","","2","",1013,154,41,19,17
"202406","S92000003","S08000030","Emergency Department","40-64","","Female","","3","",1369,173,31,12,7
"202406","S92000003","S08000030","Emergency Department","40-64","","Female","","4","",1708,221,39,11,13
"202406","S92000003","S08000030","Emergency Department","40-64","","Female","","5","",998,106,11,4,3
"202406","S92000003","S08000030","Emergency Department","40-64","","Female","","",":",321,36,6,2,2
"202406","S92000003","S08000030","Emergency Department","65-74","","Female","","1","",368,80,19,7,3
"202406","S92000003","S08000030","Emergency Department","65-74","","Female","","2","",363,47,15,1,6
"202406","S92000003","S08000030","Emergency Department","65-74","","Female","","3","",576,81,10,2,4
"202406","S92000003","S08000030","Emergency Department","65-74","","Female","","4","",659,103,16,6,3
"202406","S92000003","S08000030","Emergency Department","65-74","","Female","","5","",446,50,16,3,1
"202406","S92000003","S08000030","Emergency Department","65-74","","Female","","",":",111,12,2,2,0
"202406","S92000003","S08000030","Emergency Department","75 plus","","Female","","1","",442,111,28,10,7
"202406","S92000003","S08000030","Emergency Department","75 plus","","Female","","2","",552,107,34,3,3
"202406","S92000003","S08000030","Emergency Department","75 plus","","Female","","3","",952,171,49,9,4
"202406","S92000003","S08000030","Emergency Department","75 plus","","Female","","4","",1180,206,48,9,10
"202406","S92000003","S08000030","Emergency Department","75 plus","","Female","","5","",934,179,35,8,7
"202406","S92000003","S08000030","Emergency Department","75 plus","","Female","","",":",91,8,1,0,1
"202406","S92000003","S08000030","Emergency Department","Under 18","","Female","","1","",1123,245,57,19,19
"202406","S92000003","S08000030","Emergency Department","Under 18","","Female","","2","",775,139,20,8,12
"202406","S92000003","S08000030","Emergency Department","Under 18","","Female","","3","",799,125,33,6,4
"202406","S92000003","S08000030","Emergency Department","Under 18","","Female","","4","",1090,167,38,5,11
"202406","S92000003","S08000030","Emergency Department","Under 18","","Female","","5","",660,119,18,4,2
"202406","S92000003","S08000030","Emergency Department","Under 18","","Female","","",":",364,56,20,1,0
"202406","S92000003","S08000030","Emergency Department","18-24","","Male","","1","",521,102,31,9,9
"202406","S92000003","S08000030","Emergency Department","18-24","","Male","","2","",428,88,24,6,5
"202406","S92000003","S08000030","Emergency Department","18-24","","Male","","3","",465,91,14,4,1
"202406","S92000003","S08000030","Emergency Department","18-24","","Male","","4","",608,104,18,5,2
"202406","S92000003","S08000030","Emergency Department","18-24","","Male","","5","",542,69,6,6,3
"202406","S92000003","S08000030","Emergency Department","18-24","","Male","","",":",143,14,0,0,0
"202406","S92000003","S08000030","Emergency Department","25-39","","Male","","1","",1338,278,57,28,40
"202406","S92000003","S08000030","Emergency Department","25-39","","Male","","2","",1009,175,49,18,23
"202406","S92000003","S08000030","Emergency Department","25-39","","Male","","3","",898,133,32,8,11
"202406","S92000003","S08000030","Emergency Department","25-39","","Male","","4","",1005,136,30,13,8
"202406","S92000003","S08000030","Emergency Department","25-39","","Male","","5","",570,71,9,7,2
"202406","S92000003","S08000030","Emergency Department","25-39","","Male","","",":",312,30,9,0,2
"202406","S92000003","S08000030","Emergency Department","40-64","","Male","","1","",1452,284,93,34,40
"202406","S92000003","S08000030","Emergency Department","40-64","","Male","","2","",1136,224,65,24,24
"202406","S92000003","S08000030","Emergency Department","40-64","","Male","","3","",1344,190,53,22,23
"202406","S92000003","S08000030","Emergency Department","40-64","","Male","","4","",1765,221,60,23,14
"202406","S92000003","S08000030","Emergency Department","40-64","","Male","","5","",1041,115,28,11,5
"202406","S92000003","S08000030","Emergency Department","40-64","","Male","","",":",355,36,8,3,5
"202406","S92000003","S08000030","Emergency Department","65-74","","Male","","1","",375,87,24,5,11
"202406","S92000003","S08000030","Emergency Department","65-74","","Male","","2","",350,64,23,2,6
"202406","S92000003","S08000030","Emergency Department","65-74","","Male","","3","",549,81,20,4,5
"202406","S92000003","S08000030","Emergency Department","65-74","","Male","","4","",686,115,21,6,4
"202406","S92000003","S08000030","Emergency Department","65-74","","Male","","5","",421,58,12,6,1
"202406","S92000003","S08000030","Emergency Department","65-74","","Male","","",":",124,6,1,1,0
"202406","S92000003","S08000030","Emergency Department","75 plus","","Male","","1","",334,77,22,8,9
"202406","S92000003","S08000030","Emergency Department","75 plus","","Male","","2","",413,60,30,3,5
"202406","S92000003","S08000030","Emergency Department","75 plus","","Male","","3","",737,147,36,7,4
"202406","S92000003","S08000030","Emergency Department","75 plus","","Male","","4","",957,175,42,11,10
"202406","S92000003","S08000030","Emergency Department","75 plus","","Male","","5","",654,148,29,5,6
"202406","S92000003","S08000030","Emergency Department","75 plus","","Male","","",":",94,8,1,0,0
"202406","S92000003","S08000030","Emergency Department","Under 18","","Male","","1","",1322,299,59,13,10
"202406","S92000003","S08000030","Emergency Department","Under 18","","Male","","2","",886,162,61,14,6
"202406","S92000003","S08000030","Emergency Department","Under 18","","Male","","3","",1012,144,39,9,3
"202406","S92000003","S08000030","Emergency Department","Under 18","","Male","","4","",1451,230,37,11,7
"202406","S92000003","S08000030","Emergency Department","Under 18","","Male","","5","",919,144,18,7,4
"202406","S92000003","S08000030","Emergency Department","Under 18","","Male","","",":",461,82,14,2,0
"202406","S92000003","S08000030","Emergency Department","",":","",":","1","",0,0,0,0,0
"202406","S92000003","S08000030","Emergency Department","",":","",":","3","",0,0,0,0,0
"202406","S92000003","S08000030","Emergency Department","",":","",":","4","",0,0,0,0,0
"202406","S92000003","S08000030","Emergency Department","",":","",":","",":",1,0,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Female","","1","",40,8,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Female","","2","",73,8,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Female","","3","",69,15,1,1,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Female","","4","",38,5,2,2,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Female","","5","",32,3,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Female","","",":",10,2,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Female","","1","",81,22,3,3,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Female","","2","",156,29,3,3,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Female","","3","",180,31,6,1,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Female","","4","",112,11,0,0,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Female","","5","",66,9,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Female","","",":",41,5,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Female","","1","",109,18,2,1,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Female","","2","",218,26,0,2,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Female","","3","",361,48,6,2,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Female","","4","",257,30,3,1,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Female","","5","",154,14,3,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Female","","",":",43,5,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Female","","1","",26,3,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Female","","2","",60,11,2,1,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Female","","3","",139,19,4,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Female","","4","",89,14,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Female","","5","",60,5,4,0,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Female","","",":",7,1,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Female","","1","",39,7,2,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Female","","2","",72,12,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Female","","3","",165,25,6,0,2
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Female","","4","",131,17,4,0,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Female","","5","",76,11,2,0,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Female","","",":",7,1,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Female","","1","",102,13,2,3,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Female","","2","",144,24,5,0,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Female","","3","",208,33,6,1,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Female","","4","",153,22,5,3,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Female","","5","",108,11,2,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Female","","",":",50,11,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Male","","1","",52,7,2,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Male","","2","",52,15,1,2,2
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Male","","3","",82,14,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Male","","4","",43,13,1,1,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Male","","5","",33,6,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","18-24","","Male","","",":",11,3,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Male","","1","",81,17,4,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Male","","2","",142,30,2,1,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Male","","3","",184,29,3,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Male","","4","",122,12,2,1,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Male","","5","",63,9,2,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","25-39","","Male","","",":",22,1,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Male","","1","",107,18,1,0,2
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Male","","2","",173,21,6,0,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Male","","3","",298,46,9,2,2
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Male","","4","",227,22,4,0,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Male","","5","",111,15,1,2,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","40-64","","Male","","",":",26,3,0,1,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Male","","1","",24,6,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Male","","2","",51,9,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Male","","3","",116,17,4,0,2
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Male","","4","",85,9,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Male","","5","",36,3,0,0,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","65-74","","Male","","",":",11,0,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Male","","1","",15,3,1,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Male","","2","",54,8,3,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Male","","3","",122,20,5,1,3
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Male","","4","",86,17,4,1,2
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Male","","5","",65,7,1,0,2
"202406","S92000003","S08000030","Minor Injury Unit or Other","75 plus","","Male","","",":",2,0,0,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Male","","1","",114,18,1,2,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Male","","2","",163,29,5,2,1
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Male","","3","",298,51,5,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Male","","4","",174,37,8,1,2
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Male","","5","",137,21,2,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","Under 18","","Male","","",":",49,5,4,0,0
"202406","S92000003","S08000030","Minor Injury Unit or Other","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000031","Emergency Department","18-24","","Female","","1","",3127,764,236,93,121
"202406","S92000003","S08000031","Emergency Department","18-24","","Female","","2","",1413,260,82,32,40
"202406","S92000003","S08000031","Emergency Department","18-24","","Female","","3","",1190,190,52,20,24
"202406","S92000003","S08000031","Emergency Department","18-24","","Female","","4","",940,159,39,11,14
"202406","S92000003","S08000031","Emergency Department","18-24","","Female","","5","",1038,136,30,15,5
"202406","S92000003","S08000031","Emergency Department","18-24","","Female","","",":",415,60,17,2,7
"202406","S92000003","S08000031","Emergency Department","25-39","","Female","","1","",7426,1731,547,192,270
"202406","S92000003","S08000031","Emergency Department","25-39","","Female","","2","",3136,593,178,56,56
"202406","S92000003","S08000031","Emergency Department","25-39","","Female","","3","",2218,391,108,23,40
"202406","S92000003","S08000031","Emergency Department","25-39","","Female","","4","",1753,265,62,23,17
"202406","S92000003","S08000031","Emergency Department","25-39","","Female","","5","",1625,245,50,15,21
"202406","S92000003","S08000031","Emergency Department","25-39","","Female","","",":",1151,170,64,19,13
"202406","S92000003","S08000031","Emergency Department","40-64","","Female","","1","",9582,2173,666,222,339
"202406","S92000003","S08000031","Emergency Department","40-64","","Female","","2","",4189,789,210,76,97
"202406","S92000003","S08000031","Emergency Department","40-64","","Female","","3","",3083,537,139,52,48
"202406","S92000003","S08000031","Emergency Department","40-64","","Female","","4","",2762,456,107,33,25
"202406","S92000003","S08000031","Emergency Department","40-64","","Female","","5","",2929,408,79,26,15
"202406","S92000003","S08000031","Emergency Department","40-64","","Female","","",":",992,156,38,12,17
"202406","S92000003","S08000031","Emergency Department","65-74","","Female","","1","",2930,673,208,83,69
"202406","S92000003","S08000031","Emergency Department","65-74","","Female","","2","",1567,331,86,25,27
"202406","S92000003","S08000031","Emergency Department","65-74","","Female","","3","",1187,230,61,23,18
"202406","S92000003","S08000031","Emergency Department","65-74","","Female","","4","",1076,202,49,14,13
"202406","S92000003","S08000031","Emergency Department","65-74","","Female","","5","",1325,230,58,21,17
"202406","S92000003","S08000031","Emergency Department","65-74","","Female","","",":",283,34,8,4,4
"202406","S92000003","S08000031","Emergency Department","75 plus","","Female","","1","",3729,1154,351,138,109
"202406","S92000003","S08000031","Emergency Department","75 plus","","Female","","2","",2105,593,179,61,49
"202406","S92000003","S08000031","Emergency Department","75 plus","","Female","","3","",1754,500,128,50,39
"202406","S92000003","S08000031","Emergency Department","75 plus","","Female","","4","",1886,445,144,44,27
"202406","S92000003","S08000031","Emergency Department","75 plus","","Female","","5","",2335,511,157,52,19
"202406","S92000003","S08000031","Emergency Department","75 plus","","Female","","",":",236,58,22,4,4
"202406","S92000003","S08000031","Emergency Department","Under 18","","Female","","1","",7570,2232,758,282,266
"202406","S92000003","S08000031","Emergency Department","Under 18","","Female","","2","",3216,866,284,100,87
"202406","S92000003","S08000031","Emergency Department","Under 18","","Female","","3","",2149,513,162,57,69
"202406","S92000003","S08000031","Emergency Department","Under 18","","Female","","4","",2231,551,157,62,60
"202406","S92000003","S08000031","Emergency Department","Under 18","","Female","","5","",2701,618,170,55,31
"202406","S92000003","S08000031","Emergency Department","Under 18","","Female","","",":",1436,367,129,46,34
"202406","S92000003","S08000031","Emergency Department","18-24","","Male","","1","",2902,628,197,61,71
"202406","S92000003","S08000031","Emergency Department","18-24","","Male","","2","",1322,255,71,26,17
"202406","S92000003","S08000031","Emergency Department","18-24","","Male","","3","",1119,182,38,12,11
"202406","S92000003","S08000031","Emergency Department","18-24","","Male","","4","",938,157,29,16,6
"202406","S92000003","S08000031","Emergency Department","18-24","","Male","","5","",1122,168,31,7,1
"202406","S92000003","S08000031","Emergency Department","18-24","","Male","","",":",364,56,10,3,3
"202406","S92000003","S08000031","Emergency Department","25-39","","Male","","1","",7584,1691,467,223,319
"202406","S92000003","S08000031","Emergency Department","25-39","","Male","","2","",3058,585,160,55,89
"202406","S92000003","S08000031","Emergency Department","25-39","","Male","","3","",2205,379,98,29,39
"202406","S92000003","S08000031","Emergency Department","25-39","","Male","","4","",1829,292,66,26,25
"202406","S92000003","S08000031","Emergency Department","25-39","","Male","","5","",1692,236,36,12,16
"202406","S92000003","S08000031","Emergency Department","25-39","","Male","","",":",901,128,27,13,12
"202406","S92000003","S08000031","Emergency Department","40-64","","Male","","1","",9993,2348,819,296,488
"202406","S92000003","S08000031","Emergency Department","40-64","","Male","","2","",4127,817,229,88,121
"202406","S92000003","S08000031","Emergency Department","40-64","","Male","","3","",3067,516,136,46,72
"202406","S92000003","S08000031","Emergency Department","40-64","","Male","","4","",2694,433,106,34,46
"202406","S92000003","S08000031","Emergency Department","40-64","","Male","","5","",2812,410,86,26,22
"202406","S92000003","S08000031","Emergency Department","40-64","","Male","","",":",882,109,27,12,14
"202406","S92000003","S08000031","Emergency Department","65-74","","Male","","1","",2796,736,229,93,107
"202406","S92000003","S08000031","Emergency Department","65-74","","Male","","2","",1365,297,103,33,45
"202406","S92000003","S08000031","Emergency Department","65-74","","Male","","3","",1088,223,63,29,24
"202406","S92000003","S08000031","Emergency Department","65-74","","Male","","4","",1062,193,56,30,14
"202406","S92000003","S08000031","Emergency Department","65-74","","Male","","5","",1223,219,51,22,13
"202406","S92000003","S08000031","Emergency Department","65-74","","Male","","",":",249,34,4,4,2
"202406","S92000003","S08000031","Emergency Department","75 plus","","Male","","1","",2357,705,236,98,93
"202406","S92000003","S08000031","Emergency Department","75 plus","","Male","","2","",1388,383,131,60,39
"202406","S92000003","S08000031","Emergency Department","75 plus","","Male","","3","",1242,370,103,49,37
"202406","S92000003","S08000031","Emergency Department","75 plus","","Male","","4","",1407,330,97,51,24
"202406","S92000003","S08000031","Emergency Department","75 plus","","Male","","5","",1735,454,132,36,27
"202406","S92000003","S08000031","Emergency Department","75 plus","","Male","","",":",172,43,9,5,6
"202406","S92000003","S08000031","Emergency Department","Under 18","","Male","","1","",8947,2625,873,331,344
"202406","S92000003","S08000031","Emergency Department","Under 18","","Male","","2","",3838,1017,321,146,130
"202406","S92000003","S08000031","Emergency Department","Under 18","","Male","","3","",2664,726,204,96,80
"202406","S92000003","S08000031","Emergency Department","Under 18","","Male","","4","",2766,712,235,72,78
"202406","S92000003","S08000031","Emergency Department","Under 18","","Male","","5","",3358,791,222,77,63
"202406","S92000003","S08000031","Emergency Department","Under 18","","Male","","",":",1748,437,176,63,55
"202406","S92000003","S08000031","Emergency Department","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Female","","1","",667,70,12,3,4
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Female","","2","",344,52,5,5,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Female","","3","",263,29,6,1,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Female","","4","",301,33,5,0,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Female","","5","",361,30,2,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Female","","",":",75,7,3,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Female","","1","",1754,175,25,11,12
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Female","","2","",983,98,19,6,3
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Female","","3","",738,56,9,3,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Female","","4","",619,56,3,3,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Female","","5","",540,40,5,1,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Female","","",":",305,19,5,1,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Female","","1","",2770,327,56,12,5
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Female","","2","",1496,208,38,9,4
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Female","","3","",1142,120,24,3,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Female","","4","",1366,144,24,5,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Female","","5","",1577,116,16,1,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Female","","",":",282,21,5,1,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Female","","1","",694,71,15,4,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Female","","2","",442,65,10,3,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Female","","3","",391,47,8,1,4
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Female","","4","",482,64,11,3,4
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Female","","5","",591,62,11,1,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Female","","",":",74,7,0,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Female","","1","",631,99,25,2,5
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Female","","2","",489,72,20,11,4
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Female","","3","",372,62,6,7,2
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Female","","4","",534,97,21,3,3
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Female","","5","",714,89,12,2,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Female","","",":",50,7,1,1,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Female","","1","",1450,196,49,5,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Female","","2","",714,92,22,6,3
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Female","","3","",461,71,15,5,2
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Female","","4","",581,51,8,2,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Female","","5","",732,77,9,3,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Female","","",":",226,27,2,1,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Male","","1","",788,116,13,2,3
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Male","","2","",388,57,11,2,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Male","","3","",332,30,6,2,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Male","","4","",369,38,6,2,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Male","","5","",471,37,5,1,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","18-24","","Male","","",":",88,11,1,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Male","","1","",2026,222,31,8,8
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Male","","2","",1054,109,9,5,4
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Male","","3","",779,71,14,0,4
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Male","","4","",703,60,6,2,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Male","","5","",779,63,10,3,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","25-39","","Male","","",":",258,22,4,2,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Male","","1","",2270,265,43,5,3
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Male","","2","",1295,147,20,7,2
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Male","","3","",964,118,18,1,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Male","","4","",1038,109,18,2,2
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Male","","5","",1215,118,16,1,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","40-64","","Male","","",":",236,15,4,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Male","","1","",509,52,23,5,3
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Male","","2","",357,42,8,9,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Male","","3","",305,32,8,2,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Male","","4","",383,52,13,2,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Male","","5","",419,44,10,2,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","65-74","","Male","","",":",59,3,1,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Male","","1","",354,48,15,5,5
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Male","","2","",262,51,22,7,4
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Male","","3","",249,40,4,5,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Male","","4","",395,91,14,4,2
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Male","","5","",463,62,14,2,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","75 plus","","Male","","",":",43,2,0,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Male","","1","",1739,221,44,4,3
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Male","","2","",945,148,15,8,3
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Male","","3","",624,97,12,3,1
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Male","","4","",901,109,12,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Male","","5","",1105,130,19,5,2
"202406","S92000003","S08000031","Minor Injury Unit or Other","Under 18","","Male","","",":",298,29,5,0,0
"202406","S92000003","S08000031","Minor Injury Unit or Other","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000032","Emergency Department","18-24","","Female","","1","",1202,296,100,43,55
"202406","S92000003","S08000032","Emergency Department","18-24","","Female","","2","",964,262,78,23,31
"202406","S92000003","S08000032","Emergency Department","18-24","","Female","","3","",588,128,39,22,21
"202406","S92000003","S08000032","Emergency Department","18-24","","Female","","4","",529,84,28,13,9
"202406","S92000003","S08000032","Emergency Department","18-24","","Female","","5","",309,57,16,5,0
"202406","S92000003","S08000032","Emergency Department","18-24","","Female","","",":",128,33,6,2,6
"202406","S92000003","S08000032","Emergency Department","25-39","","Female","","1","",2919,664,243,92,112
"202406","S92000003","S08000032","Emergency Department","25-39","","Female","","2","",2527,611,197,67,74
"202406","S92000003","S08000032","Emergency Department","25-39","","Female","","3","",1484,327,101,50,43
